concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;43,200;-31,932662;-52,312116;43,400;-31,930823;-52,312440
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;43,400;-31,930823;-52,312440;43,600;-31,928876;-52,312788
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;43,600;-31,928876;-52,312788;43,800;-31,927271;-52,313069
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;43,800;-31,927271;-52,313069;44,000;-31,925797;-52,313315
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;44,000;-31,925797;-52,313315;44,200;-31,924251;-52,313566
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;44,200;-31,924251;-52,313566;44,400;-31,922260;-52,313945
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;44,400;-31,922260;-52,313945;44,600;-31,920316;-52,314251
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;44,600;-31,920316;-52,314251;44,800;-31,918652;-52,314559
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;44,800;-31,918652;-52,314559;45,000;-31,916873;-52,314856
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;45,000;-31,916873;-52,314856;45,200;-31,914933;-52,315206
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;45,200;-31,914933;-52,315206;45,400;-31,913051;-52,315543
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;45,400;-31,913051;-52,315543;45,600;-31,911272;-52,315828
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;45,600;-31,911272;-52,315828;45,800;-31,909511;-52,316133
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;45,800;-31,909511;-52,316133;46,000;-31,908022;-52,316394
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;46,000;-31,908022;-52,316394;46,200;-31,906173;-52,316696
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;46,200;-31,906173;-52,316696;46,400;-31,904407;-52,317007
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;46,400;-31,904407;-52,317007;46,600;-31,902529;-52,317341
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;46,600;-31,902529;-52,317341;46,800;-31,900785;-52,317649
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;46,800;-31,900785;-52,317649;47,000;-31,899083;-52,317947
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;47,000;-31,899083;-52,317947;47,200;-31,897398;-52,318241
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;47,200;-31,897398;-52,318241;47,400;-31,895593;-52,318499
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;47,400;-31,895593;-52,318499;47,600;-31,893722;-52,318845
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;47,600;-31,893722;-52,318845;47,800;-31,891851;-52,319164
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;47,800;-31,891851;-52,319164;48,000;-31,890147;-52,319475
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;48,000;-31,890147;-52,319475;48,200;-31,888536;-52,319738
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;48,200;-31,888536;-52,319738;48,400;-31,886789;-52,320055
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;48,400;-31,886789;-52,320055;48,600;-31,884769;-52,320373
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;48,600;-31,884769;-52,320373;48,800;-31,882952;-52,320696
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;48,800;-31,882952;-52,320696;49,000;-31,881237;-52,321036
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;49,000;-31,881237;-52,321036;49,200;-31,879426;-52,321298
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;49,200;-31,879426;-52,321298;49,400;-31,877601;-52,321652
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;49,400;-31,877601;-52,321652;49,600;-31,875680;-52,321981
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;49,600;-31,875680;-52,321981;49,800;-31,873944;-52,322242
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;49,800;-31,873944;-52,322242;50,000;-31,872221;-52,322553
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;50,000;-31,872221;-52,322553;50,200;-31,870537;-52,322839
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;50,200;-31,870537;-52,322839;50,400;-31,868342;-52,323220
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;50,400;-31,868342;-52,323220;50,600;-31,866412;-52,323595
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;50,600;-31,866412;-52,323595;50,800;-31,864631;-52,323883
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;50,800;-31,864631;-52,323883;51,000;-31,863383;-52,324079
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;51,000;-31,863383;-52,324079;51,200;-31,861763;-52,324386
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;51,200;-31,861763;-52,324386;51,400;-31,860346;-52,324586
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;51,400;-31,860346;-52,324586;51,600;-31,858628;-52,324881
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;51,600;-31,858628;-52,324881;51,800;-31,856516;-52,325279
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;51,800;-31,856516;-52,325279;52,000;-31,854425;-52,325637
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;52,000;-31,854425;-52,325637;52,200;-31,852508;-52,326174
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;52,200;-31,852508;-52,326174;52,400;-31,850840;-52,326342
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;52,400;-31,850840;-52,326342;52,600;-31,849069;-52,326561
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;52,600;-31,849069;-52,326561;52,800;-31,847128;-52,326889
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;52,800;-31,847128;-52,326889;53,000;-31,845523;-52,327164
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;53,000;-31,845523;-52,327164;53,200;-31,844032;-52,327415
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;53,200;-31,844032;-52,327415;53,400;-31,842126;-52,327756
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;53,400;-31,842126;-52,327756;53,600;-31,839969;-52,328137
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;53,600;-31,839969;-52,328137;53,800;-31,838092;-52,328483
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;53,800;-31,838092;-52,328483;54,000;-31,836058;-52,328807
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;54,000;-31,836058;-52,328807;54,200;-31,834745;-52,329025
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;54,200;-31,834745;-52,329025;54,400;-31,832405;-52,329284
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;54,400;-31,832405;-52,329284;54,600;-31,830338;-52,328916
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;54,600;-31,830338;-52,328916;54,800;-31,828821;-52,328418
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;54,800;-31,828821;-52,328418;55,000;-31,827809;-52,328079
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;55,000;-31,827809;-52,328079;55,200;-31,826306;-52,327546
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;55,200;-31,826306;-52,327546;55,400;-31,824078;-52,326797
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;55,400;-31,824078;-52,326797;55,600;-31,822302;-52,326220
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;55,600;-31,822302;-52,326220;55,800;-31,820504;-52,325643
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;55,800;-31,820504;-52,325643;56,000;-31,819045;-52,325145
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;56,000;-31,819045;-52,325145;56,200;-31,817444;-52,324625
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;56,200;-31,817444;-52,324625;56,400;-31,815669;-52,324017
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;56,400;-31,815669;-52,324017;56,600;-31,813494;-52,323446
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;56,600;-31,813494;-52,323446;56,800;-31,811875;-52,323375
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;56,800;-31,811875;-52,323375;57,000;-31,810244;-52,323717
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;57,000;-31,810244;-52,323717;57,200;-31,808621;-52,324365
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;57,200;-31,808621;-52,324365;57,400;-31,807243;-52,325268
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;57,400;-31,807243;-52,325268;57,600;-31,805793;-52,326783
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;57,600;-31,805793;-52,326783;57,800;-31,804558;-52,328485
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;57,800;-31,804558;-52,328485;58,000;-31,803377;-52,330146
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;58,000;-31,803377;-52,330146;58,200;-31,802505;-52,331352
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;58,200;-31,802505;-52,331352;58,400;-31,801015;-52,333429
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;58,400;-31,801015;-52,333429;58,600;-31,799752;-52,335139
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;58,600;-31,799752;-52,335139;58,800;-31,798572;-52,336823
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;58,800;-31,798572;-52,336823;59,000;-31,797502;-52,338121
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;59,000;-31,797502;-52,338121;59,200;-31,796362;-52,339871
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;59,200;-31,796362;-52,339871;59,400;-31,795057;-52,341632
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;59,400;-31,795057;-52,341632;59,600;-31,793718;-52,342671
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;59,600;-31,793718;-52,342671;59,800;-31,792464;-52,344457
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;59,800;-31,792464;-52,344457;60,000;-31,791621;-52,345662
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;60,000;-31,791621;-52,345662;60,200;-31,790557;-52,347221
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;60,200;-31,790557;-52,347221;60,400;-31,789289;-52,348944
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;60,400;-31,789289;-52,348944;60,600;-31,788124;-52,350492
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;60,600;-31,788124;-52,350492;60,800;-31,786887;-52,352118
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;60,800;-31,786887;-52,352118;61,000;-31,785698;-52,353968
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;61,000;-31,785698;-52,353968;61,200;-31,784254;-52,356242
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;61,200;-31,784254;-52,356242;61,400;-31,783151;-52,357200
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;61,400;-31,783151;-52,357200;61,600;-31,781700;-52,358135
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;61,600;-31,781700;-52,358135;61,800;-31,779928;-52,358938
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;61,800;-31,779928;-52,358938;62,000;-31,778455;-52,359302
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;62,000;-31,778455;-52,359302;62,200;-31,776357;-52,359633
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;62,200;-31,776357;-52,359633;62,400;-31,774597;-52,360246
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;62,400;-31,774597;-52,360246;62,600;-31,773153;-52,361613
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;62,600;-31,773153;-52,361613;62,800;-31,772071;-52,363212
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;62,800;-31,772071;-52,363212;63,000;-31,771286;-52,364444
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;63,000;-31,771286;-52,364444;63,200;-31,770091;-52,366253
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;63,200;-31,770091;-52,366253;63,400;-31,768929;-52,368026
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;63,400;-31,768929;-52,368026;63,600;-31,767755;-52,369894
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;63,600;-31,767755;-52,369894;63,800;-31,766773;-52,371789
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;63,800;-31,766773;-52,371789;64,000;-31,766285;-52,373054
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;64,000;-31,766285;-52,373054;64,200;-31,765826;-52,374910
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;64,200;-31,765826;-52,374910;64,400;-31,765580;-52,377428
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;64,400;-31,765580;-52,377428;64,600;-31,765464;-52,379755
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;64,600;-31,765464;-52,379755;64,800;-31,765358;-52,382027
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;64,800;-31,765358;-52,382027;65,000;-31,765310;-52,383464
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;65,000;-31,765310;-52,383464;65,200;-31,765168;-52,385668
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;65,200;-31,765168;-52,385668;65,400;-31,764765;-52,387723
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;65,400;-31,764765;-52,387723;65,600;-31,763964;-52,389620
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;65,600;-31,763964;-52,389620;65,800;-31,762975;-52,391375
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;65,800;-31,762975;-52,391375;66,000;-31,761892;-52,392961
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;66,000;-31,761892;-52,392961;66,200;-31,760905;-52,394815
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;66,200;-31,760905;-52,394815;66,400;-31,759735;-52,396489
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;66,400;-31,759735;-52,396489;66,600;-31,758607;-52,398183
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;66,600;-31,758607;-52,398183;66,800;-31,757323;-52,399868
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;66,800;-31,757323;-52,399868;67,000;-31,756112;-52,400782
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;67,000;-31,756112;-52,400782;67,200;-31,754247;-52,401353
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;67,200;-31,754247;-52,401353;67,400;-31,752437;-52,401509
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;67,400;-31,752437;-52,401509;67,600;-31,750625;-52,401769
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;67,600;-31,750625;-52,401769;67,800;-31,748868;-52,402321
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;67,800;-31,748868;-52,402321;68,000;-31,747307;-52,403868
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;68,000;-31,747307;-52,403868;68,200;-31,745564;-52,403944
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;68,200;-31,745564;-52,403944;68,400;-31,744404;-52,404792
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;510,800;-31,628079;-52,321841;511,000;-31,628725;-52,322957
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;511,000;-31,628725;-52,322957;511,200;-31,630095;-52,324283
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;511,200;-31,630095;-52,324283;511,400;-31,631284;-52,325930
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;511,400;-31,631284;-52,325930;511,600;-31,632429;-52,327407
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;511,600;-31,632429;-52,327407;511,800;-31,633544;-52,328916
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;511,800;-31,633544;-52,328916;512,000;-31,635136;-52,331504
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;512,000;-31,635136;-52,331504;512,200;-31,636485;-52,332827
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;512,200;-31,636485;-52,332827;512,400;-31,638004;-52,333712
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;512,400;-31,638004;-52,333712;512,600;-31,639816;-52,334070
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;512,600;-31,639816;-52,334070;512,800;-31,641588;-52,334423
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;512,800;-31,641588;-52,334423;513,000;-31,643358;-52,334751
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;513,000;-31,643358;-52,334751;513,200;-31,645107;-52,335153
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;513,200;-31,645107;-52,335153;513,400;-31,646905;-52,335503
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;513,400;-31,646905;-52,335503;513,600;-31,648673;-52,335844
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;513,600;-31,648673;-52,335844;513,800;-31,650390;-52,336268
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;513,800;-31,650390;-52,336268;514,000;-31,652126;-52,336957
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;514,000;-31,652126;-52,336957;514,200;-31,653856;-52,336960
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;514,200;-31,653856;-52,336960;514,400;-31,655580;-52,337318
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;514,400;-31,655580;-52,337318;514,600;-31,657322;-52,337677
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;514,600;-31,657322;-52,337677;514,800;-31,659041;-52,338027
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;514,800;-31,659041;-52,338027;515,000;-31,659834;-52,338291
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;515,000;-31,659834;-52,338291;515,200;-31,661555;-52,338568
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;515,200;-31,661555;-52,338568;515,400;-31,663349;-52,338850
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;515,400;-31,663349;-52,338850;515,600;-31,664971;-52,339173
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;515,600;-31,664971;-52,339173;515,800;-31,666601;-52,339573
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;515,800;-31,666601;-52,339573;516,000;-31,668763;-52,340036
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;516,000;-31,668763;-52,340036;516,200;-31,670487;-52,340288
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;516,200;-31,670487;-52,340288;516,400;-31,672203;-52,340690
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;516,400;-31,672203;-52,340690;516,600;-31,673899;-52,341099
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;516,600;-31,673899;-52,341099;516,800;-31,675623;-52,341502
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;516,800;-31,675623;-52,341502;517,000;-31,677602;-52,342018
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;517,000;-31,677602;-52,342018;517,200;-31,679292;-52,342495
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;517,200;-31,679292;-52,342495;517,400;-31,680892;-52,343145
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;517,400;-31,680892;-52,343145;517,600;-31,682368;-52,344153
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;517,600;-31,682368;-52,344153;517,800;-31,683853;-52,345110
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;517,800;-31,683853;-52,345110;518,000;-31,685609;-52,346688
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;518,000;-31,685609;-52,346688;518,200;-31,686978;-52,348004
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;518,200;-31,686978;-52,348004;518,400;-31,688364;-52,349319
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;518,400;-31,688364;-52,349319;518,600;-31,689687;-52,350565
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;518,600;-31,689687;-52,350565;518,800;-31,691099;-52,351892
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;518,800;-31,691099;-52,351892;519,000;-31,692619;-52,353355
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;519,000;-31,692619;-52,353355;519,200;-31,693969;-52,354671
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;519,200;-31,693969;-52,354671;519,400;-31,695250;-52,355988
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;519,400;-31,695250;-52,355988;519,600;-31,695526;-52,356254
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;519,600;-31,695526;-52,356254;519,800;-31,695740;-52,356447
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;519,800;-31,695740;-52,356447;520,000;-31,700447;-52,361266
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;520,000;-31,700447;-52,361266;520,200;-31,697419;-52,358125
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;520,200;-31,697419;-52,358125;520,400;-31,698755;-52,359376
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;520,400;-31,698755;-52,359376;520,600;-31,699502;-52,359975
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;520,600;-31,699502;-52,359975;520,800;-31,699949;-52,360543
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;520,800;-31,699949;-52,360543;521,000;-31,707462;-52,367774
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;521,000;-31,707462;-52,367774;521,200;-31,708783;-52,369011
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;521,200;-31,708783;-52,369011;521,400;-31,710110;-52,370334
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;521,400;-31,710110;-52,370334;521,600;-31,711440;-52,371602
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;521,600;-31,711440;-52,371602;521,800;-31,712813;-52,372973
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;521,800;-31,712813;-52,372973;522,000;-31,714486;-52,374581
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;522,000;-31,714486;-52,374581;522,200;-31,715763;-52,375938
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;522,200;-31,715763;-52,375938;522,400;-31,717145;-52,377209
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;522,400;-31,717145;-52,377209;522,600;-31,718466;-52,378493
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;522,600;-31,718466;-52,378493;522,800;-31,719916;-52,379831
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;522,800;-31,719916;-52,379831;523,000;-31,721208;-52,381464
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;523,000;-31,721208;-52,381464;523,200;-31,722775;-52,382444
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;523,200;-31,722775;-52,382444;523,400;-31,724172;-52,383589
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;523,400;-31,724172;-52,383589;523,600;-31,725653;-52,384743
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;523,600;-31,725653;-52,384743;523,800;-31,727047;-52,385918
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;523,800;-31,727047;-52,385918;524,000;-31,728570;-52,387535
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;524,000;-31,728570;-52,387535;524,200;-31,730006;-52,388477
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;524,200;-31,730006;-52,388477;524,400;-31,731389;-52,389638
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;524,400;-31,731389;-52,389638;524,600;-31,732769;-52,390811
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;524,600;-31,732769;-52,390811;524,800;-31,734159;-52,391936
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;524,800;-31,734159;-52,391936;525,000;-31,735989;-52,393553
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;525,000;-31,735989;-52,393553;525,200;-31,737437;-52,394598
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;525,200;-31,737437;-52,394598;525,400;-31,739045;-52,396014
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;525,400;-31,739045;-52,396014;525,600;-31,740204;-52,396888
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;525,600;-31,740204;-52,396888;525,800;-31,741485;-52,398016
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;525,800;-31,741485;-52,398016;526,000;-31,743074;-52,399901
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;526,000;-31,743074;-52,399901;526,200;-31,744126;-52,401489
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;526,200;-31,744126;-52,401489;526,400;-31,744863;-52,403328
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;526,400;-31,744863;-52,403328;526,600;-31,745506;-52,405258
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;0,000;-32,045526;-52,075937;2,000;-32,053425;-52,086413
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;2,001;-32,053425;-52,086413;2,200;-32,055167;-52,086977
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;2,201;-32,055167;-52,086977;2,400;-32,056939;-52,087631
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;2,401;-32,056939;-52,087637;2,600;-32,058693;-52,088233
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;2,601;-32,058693;-52,088231;2,800;-32,060463;-52,088806
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;2,801;-32,060463;-52,088806;3,000;-32,062163;-52,089516
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;3,001;-32,062163;-52,089516;3,200;-32,063751;-52,090618
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;3,201;-32,063751;-52,090618;3,400;-32,065271;-52,091911
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;3,401;-32,065271;-52,091911;3,600;-32,066705;-52,093121
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;3,601;-32,066705;-52,093121;3,800;-32,068209;-52,094351
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;3,801;-32,068209;-52,094351;4,000;-32,069553;-52,095535
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;4,001;-32,069553;-52,095535;4,200;-32,070994;-52,096706
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;4,201;-32,070994;-52,096706;4,400;-32,072497;-52,097992
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;4,401;-32,072497;-52,097992;4,600;-32,073946;-52,099249
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;4,601;-32,073946;-52,099249;4,800;-32,075453;-52,100487
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;4,801;-32,075453;-52,100487;5,000;-32,076852;-52,101711
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;5,001;-32,076852;-52,101711;5,200;-32,078367;-52,102925
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;5,201;-32,078367;-52,102925;5,400;-32,079878;-52,104066
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;5,401;-32,079878;-52,104066;5,600;-32,081614;-52,104732
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;5,601;-32,081614;-52,104732;5,800;-32,083399;-52,105376
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;5,801;-32,083399;-52,105376;6,000;-32,084990;-52,105938
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;6,001;-32,084990;-52,105938;6,200;-32,086788;-52,106575
ECOSUL;1996;BR-392/RS;Marginal;Decrescente;6,201;-32,086788;-52,106575;6,400;-32,088505;-52,107245
